district_code,district_name,mandal_code,mandal_name,village_code,village_name,sro_code,sro_name
14_1,MAHABUBNAGAR,01,ADDAKAL,1426021,ADDAKAL,,
14_1,MAHABUBNAGAR,01,ADDAKAL,1437004,BALEEDUPALLE,,
14_1,MAHABUBNAGAR,01,ADDAKAL,1437002,CHINNAMUNGALACHEDU,,
14_1,MAHABUBNAGAR,01,ADDAKAL,1426016,GUDIBANDA,,
14_1,MAHABUBNAGAR,01,ADDAKAL,1426018,KANDUR,,
14_1,MAHABUBNAGAR,01,ADDAKAL,1437003,KANMANOOR,,
14_1,MAHABUBNAGAR,01,ADDAKAL,1426020,KATAVARAM,,
14_1,MAHABUBNAGAR,01,ADDAKAL,1427027,MUTHYALAMPALLE,,
14_1,MAHABUBNAGAR,01,ADDAKAL,1437001,PEDDAMUNGALACHEDU,,
14_1,MAHABUBNAGAR,01,ADDAKAL,1426014,PONNAKAL,,
14_1,MAHABUBNAGAR,01,ADDAKAL,1426015,RACHALA,,
14_1,MAHABUBNAGAR,01,ADDAKAL,1426017,SHAKHAPUR,,
14_1,MAHABUBNAGAR,01,ADDAKAL,1426019,THIMMAIPALLE,,
14_1,MAHABUBNAGAR,01,ADDAKAL,1427028,VARNE,,
14_1,MAHABUBNAGAR,02,BALANGAR,1410022,APPAJIPALLE,,
14_1,MAHABUBNAGAR,02,BALANGAR,1410005,BALANAGAR,,
14_1,MAHABUBNAGAR,02,BALANGAR,1410023,BODAJANAMPETA,,
14_1,MAHABUBNAGAR,02,BALANGAR,1410036,CHINNA REVALLI,,
14_1,MAHABUBNAGAR,02,BALANGAR,1410018,GOUTHAPUR,,
14_1,MAHABUBNAGAR,02,BALANGAR,1410007,GUNDED,,
14_1,MAHABUBNAGAR,02,BALANGAR,1410019,HEMAJIPUR,,
14_1,MAHABUBNAGAR,02,BALANGAR,1410014,KETHIREDDIPALLE,,
14_1,MAHABUBNAGAR,02,BALANGAR,1410020,LINGARAM,,
14_1,MAHABUBNAGAR,02,BALANGAR,1410002,MACHARAM,,
14_1,MAHABUBNAGAR,02,BALANGAR,1410035,MADAMPALLE,,
14_1,MAHABUBNAGAR,02,BALANGAR,1410004,MOTHIGHANAPUR,,
14_1,MAHABUBNAGAR,02,BALANGAR,1410006,NANDARAM,,
14_1,MAHABUBNAGAR,02,BALANGAR,1410008,NERELLAPALLE,,
14_1,MAHABUBNAGAR,02,BALANGAR,1410021,PEDDARIVALLE,,
14_1,MAHABUBNAGAR,02,BALANGAR,1410015,PEDDAYAPALLE,,
14_1,MAHABUBNAGAR,02,BALANGAR,1410016,SERIGUDA,,
14_1,MAHABUBNAGAR,02,BALANGAR,1410003,SURARAM,,
14_1,MAHABUBNAGAR,02,BALANGAR,1410037,THIRUMALAGIRI,,
14_1,MAHABUBNAGAR,02,BALANGAR,1410001,UDITHYAL,,
14_1,MAHABUBNAGAR,02,BALANGAR,1410017,VANAMAVANIGUDA,,
14_1,MAHABUBNAGAR,03,BHOOTHPUR,1424003,AMISTAPUR,,
14_1,MAHABUBNAGAR,03,BHOOTHPUR,1424011,ANNASAGAR,,
14_1,MAHABUBNAGAR,03,BHOOTHPUR,1424004,BHOOTHPUR,,
14_1,MAHABUBNAGAR,03,BHOOTHPUR,1424009,GOPALAPUR (KHURD),,
14_1,MAHABUBNAGAR,03,BHOOTHPUR,1424002,HASNAPUR,,
14_1,MAHABUBNAGAR,03,BHOOTHPUR,1424014,KAPPETA,,
14_1,MAHABUBNAGAR,03,BHOOTHPUR,1424007,KARVENA,,
14_1,MAHABUBNAGAR,03,BHOOTHPUR,1424008,KOTHAMOLGARA,,
14_1,MAHABUBNAGAR,03,BHOOTHPUR,1424006,KOTHUR,,
14_1,MAHABUBNAGAR,03,BHOOTHPUR,1424016,MADDIGATLA,,
14_1,MAHABUBNAGAR,03,BHOOTHPUR,1424015,POTHAMALGARA,,
14_1,MAHABUBNAGAR,03,BHOOTHPUR,1424010,POTHULAMADUGU,,
14_1,MAHABUBNAGAR,03,BHOOTHPUR,1424013,RAVALPALLE,,
14_1,MAHABUBNAGAR,03,BHOOTHPUR,1424012,TADIKONDA,,
14_1,MAHABUBNAGAR,03,BHOOTHPUR,1424005,TADPARTHY,,
14_1,MAHABUBNAGAR,03,BHOOTHPUR,1424017,YELKICHARLA,,
14_1,MAHABUBNAGAR,04,CHINNA CHINTHA KUNTA,1434021,ALLIPUR,,
14_1,MAHABUBNAGAR,04,CHINNA CHINTHA KUNTA,1434018,AMMAPUR,,
14_1,MAHABUBNAGAR,04,CHINNA CHINTHA KUNTA,1434001,BANDREPALLE,,
14_1,MAHABUBNAGAR,04,CHINNA CHINTHA KUNTA,1434016,CHINNACHINTAKUNTA,,
14_1,MAHABUBNAGAR,04,CHINNA CHINTHA KUNTA,1434008,DAMAGNAPUR,,
14_1,MAHABUBNAGAR,04,CHINNA CHINTHA KUNTA,1434013,EDULAPUR,,
14_1,MAHABUBNAGAR,04,CHINNA CHINTHA KUNTA,1434003,FAREEDPUR,,
14_1,MAHABUBNAGAR,04,CHINNA CHINTHA KUNTA,1434017,GUDUR,,
14_1,MAHABUBNAGAR,04,CHINNA CHINTHA KUNTA,1434019,KURUMURTHY,,
14_1,MAHABUBNAGAR,04,CHINNA CHINTHA KUNTA,1434014,LAKSHMIDEVIPUR,,
14_1,MAHABUBNAGAR,04,CHINNA CHINTHA KUNTA,1434002,LALKOTA,,
14_1,MAHABUBNAGAR,04,CHINNA CHINTHA KUNTA,1434020,MADDUR,,
14_1,MAHABUBNAGAR,04,CHINNA CHINTHA KUNTA,1434006,NELLIKONDI,,
14_1,MAHABUBNAGAR,04,CHINNA CHINTHA KUNTA,1434004,PALLAMARRI,,
14_1,MAHABUBNAGAR,04,CHINNA CHINTHA KUNTA,1434007,SEETHARAMPETA,,
14_1,MAHABUBNAGAR,04,CHINNA CHINTHA KUNTA,1434015,UNDYALA,,
14_1,MAHABUBNAGAR,04,CHINNA CHINTHA KUNTA,1434009,WADDEMANU,,
14_1,MAHABUBNAGAR,06,DEVARKADARA,1427002,AJILAPUR,,
14_1,MAHABUBNAGAR,06,DEVARKADARA,1427008,BALSUPALLE,,
14_1,MAHABUBNAGAR,06,DEVARKADARA,1427015,BASWAIPALLE,,
14_1,MAHABUBNAGAR,06,DEVARKADARA,1427009,BASWAPUR,,
14_1,MAHABUBNAGAR,06,DEVARKADARA,1427001,BOLLARAM,,
14_1,MAHABUBNAGAR,06,DEVARKADARA,1427003,CHINNARAJAMOOR,,
14_1,MAHABUBNAGAR,06,DEVARKADARA,1427013,CHOWDARPALLE,,
14_1,MAHABUBNAGAR,06,DEVARKADARA,1427012,DEVARAKADARA,,
14_1,MAHABUBNAGAR,06,DEVARKADARA,1427018,DOKUR,,
14_1,MAHABUBNAGAR,06,DEVARKADARA,1427006,GADDEGUDA,,
14_1,MAHABUBNAGAR,06,DEVARKADARA,1427021,GOPANPALLE,,
14_1,MAHABUBNAGAR,06,DEVARKADARA,1427020,GUDIBANDA,,
14_1,MAHABUBNAGAR,06,DEVARKADARA,1427010,GURAKONDA,,
14_1,MAHABUBNAGAR,06,DEVARKADARA,1427014,HAJILAPUR,,
14_1,MAHABUBNAGAR,06,DEVARKADARA,1427017,JEENUGURALA,,
14_1,MAHABUBNAGAR,06,DEVARKADARA,1427016,LAXMIPALLE,,
14_1,MAHABUBNAGAR,06,DEVARKADARA,1427019,MEENUGUVANIPALLE,,
14_1,MAHABUBNAGAR,06,DEVARKADARA,1427005,NAGARAM,,
14_1,MAHABUBNAGAR,06,DEVARKADARA,1427029,PEDDA GOPLAPOOR,,
14_1,MAHABUBNAGAR,06,DEVARKADARA,1427004,PEDDARAJAMOOR,,
14_1,MAHABUBNAGAR,06,DEVARKADARA,1427007,VENKATAIPALLE,,
14_1,MAHABUBNAGAR,08,GANDEED,1527010,BAISPALLE,,
14_1,MAHABUBNAGAR,08,GANDEED,1527016,BALSULGONDA,,
14_1,MAHABUBNAGAR,08,GANDEED,1527004,CHELMILLA,,
14_1,MAHABUBNAGAR,08,GANDEED,1527007,CHINNAVARVAL,,
14_1,MAHABUBNAGAR,08,GANDEED,1527009,GANDEED,,
14_1,MAHABUBNAGAR,08,GANDEED,1527014,GOVINDPALLE,,
14_1,MAHABUBNAGAR,08,GANDEED,1527003,JINNARAM,,
14_1,MAHABUBNAGAR,08,GANDEED,1527001,KAPLAPUR,,
14_1,MAHABUBNAGAR,08,GANDEED,1527019,KOMREDDIPALLE,,
14_1,MAHABUBNAGAR,08,GANDEED,1527017,KONDAPUR,,
14_1,MAHABUBNAGAR,08,GANDEED,1527018,MANSOORPALLE,,
14_1,MAHABUBNAGAR,08,GANDEED,1527015,PAGDIYAL,,
14_1,MAHABUBNAGAR,08,GANDEED,1527006,PEDDAVARVAL,,
14_1,MAHABUBNAGAR,08,GANDEED,1527011,REDDIPALLE,,
14_1,MAHABUBNAGAR,08,GANDEED,1527008,RUSUMPALLE,,
14_1,MAHABUBNAGAR,08,GANDEED,1527005,SALARNAGAR,,
14_1,MAHABUBNAGAR,08,GANDEED,1527012,SALKERPET,,
14_1,MAHABUBNAGAR,08,GANDEED,1527013,VARAHAGIRIPALLE,,
14_1,MAHABUBNAGAR,08,GANDEED,1527002,VENNACHED,,
14_1,MAHABUBNAGAR,09,HANWADA,1408017,AMMAPUR,,
14_1,MAHABUBNAGAR,09,HANWADA,1408004,AYODHYANAGAR,,
14_1,MAHABUBNAGAR,09,HANWADA,1408008,BUDHARAM,,
14_1,MAHABUBNAGAR,09,HANWADA,1408001,CHEEKARLAPALLE,,
14_1,MAHABUBNAGAR,09,HANWADA,1408012,CHINNADHARPALLE,,
14_1,MAHABUBNAGAR,09,HANWADA,1408010,DACHEKPALLE,,
14_1,MAHABUBNAGAR,09,HANWADA,1408018,DORASAMUDRAM,,
14_1,MAHABUBNAGAR,09,HANWADA,1408009,GUDDIMALKAPUR,,
14_1,MAHABUBNAGAR,09,HANWADA,1408003,GUNDYALA,,
14_1,MAHABUBNAGAR,09,HANWADA,1408015,HANWADA,,
14_1,MAHABUBNAGAR,09,HANWADA,1408007,IBRAHIMBAD,,
14_1,MAHABUBNAGAR,09,HANWADA,1408011,KOTHAPETA,,
14_1,MAHABUBNAGAR,09,HANWADA,1408019,MADHARAM,,
14_1,MAHABUBNAGAR,09,HANWADA,1408006,MUNIMOKSHAM,,
14_1,MAHABUBNAGAR,09,HANWADA,1408016,NAGINONIPALLE,,
14_1,MAHABUBNAGAR,09,HANWADA,1408013,PEDDADHARPALLE,,
14_1,MAHABUBNAGAR,09,HANWADA,1408005,SHAIKPALLE,,
14_1,MAHABUBNAGAR,09,HANWADA,1408014,TANKARA,,
14_1,MAHABUBNAGAR,09,HANWADA,1408002,VEPOOR,,
14_1,MAHABUBNAGAR,09,HANWADA,1408020,YARENPALLE,,
14_1,MAHABUBNAGAR,10,JADCHERLA,1423025,ALOOR,,
14_1,MAHABUBNAGAR,10,JADCHERLA,1423030,ALWANPALLE,,
14_1,MAHABUBNAGAR,10,JADCHERLA,1423003,AMBATAPUR,,
14_1,MAHABUBNAGAR,10,JADCHERLA,1423013,AMMAPALLE,,
14_1,MAHABUBNAGAR,10,JADCHERLA,1423021,BADEPALLE,,
14_1,MAHABUBNAGAR,10,JADCHERLA,1423022,BUREDDIPALLE,,
14_1,MAHABUBNAGAR,10,JADCHERLA,1423026,BURUGUPALLE,,
14_1,MAHABUBNAGAR,10,JADCHERLA,1423009,CHINNA ADIRYAL,,
14_1,MAHABUBNAGAR,10,JADCHERLA,1423024,CHINTABOINPALLE,,
14_1,MAHABUBNAGAR,10,JADCHERLA,1423005,EARLAPALLE,,
14_1,MAHABUBNAGAR,10,JADCHERLA,1423015,GANGAPUR,,
14_1,MAHABUBNAGAR,10,JADCHERLA,1423004,GOLLAPALLE,,
14_1,MAHABUBNAGAR,10,JADCHERLA,1423011,GOPLAPUR (KALAM),,
14_1,MAHABUBNAGAR,10,JADCHERLA,1423020,JADCHERLA,,
14_1,MAHABUBNAGAR,10,JADCHERLA,1409022,KHANAPUR,,
14_1,MAHABUBNAGAR,10,JADCHERLA,1423002,KISHTARAM,,
14_1,MAHABUBNAGAR,10,JADCHERLA,1423027,KISTAMPALLY,,
14_1,MAHABUBNAGAR,10,JADCHERLA,1423006,KODGAL,,
14_1,MAHABUBNAGAR,10,JADCHERLA,1423014,KODUPARTHY,,
14_1,MAHABUBNAGAR,10,JADCHERLA,1423010,KONDED,,
14_1,MAHABUBNAGAR,10,JADCHERLA,1423016,MACHARAM,,
14_1,MAHABUBNAGAR,10,JADCHERLA,1423023,MALLEBOINPALLE,,
14_1,MAHABUBNAGAR,10,JADCHERLA,1423028,NAGASALA,,
14_1,MAHABUBNAGAR,10,JADCHERLA,1423029,NARSULLABAD,,
14_1,MAHABUBNAGAR,10,JADCHERLA,1423012,NEKKONDA,,
14_1,MAHABUBNAGAR,10,JADCHERLA,1423007,PEDDAADIRYAL,,
14_1,MAHABUBNAGAR,10,JADCHERLA,1423017,POLEPALLE,,
14_1,MAHABUBNAGAR,10,JADCHERLA,1423019,SHANKARAYAPALLE,,
14_1,MAHABUBNAGAR,10,JADCHERLA,1423008,SOUDAGARPALLE,,
14_1,MAHABUBNAGAR,10,JADCHERLA,1423018,UDDANDAPUR,,
14_1,MAHABUBNAGAR,10,JADCHERLA,1423001,VALLUR,,
14_1,MAHABUBNAGAR,11,KOILKONDA,1407034,ABHANGAPATNAM,,
14_1,MAHABUBNAGAR,11,KOILKONDA,1407029,ACHARYAPUR,,
14_1,MAHABUBNAGAR,11,KOILKONDA,1407032,AKKAIPALLE,,
14_1,MAHABUBNAGAR,11,KOILKONDA,1407018,ANATHAPUR,,
14_1,MAHABUBNAGAR,11,KOILKONDA,1407023,ANKILLA,,
14_1,MAHABUBNAGAR,11,KOILKONDA,1407025,AYYAWARPALLE,,
14_1,MAHABUBNAGAR,11,KOILKONDA,1407010,BURGUPALLE,,
14_1,MAHABUBNAGAR,11,KOILKONDA,1407024,CHANDAPUR,,
14_1,MAHABUBNAGAR,11,KOILKONDA,1407011,CHANDRASPALLE,,
14_1,MAHABUBNAGAR,11,KOILKONDA,1407013,CHANMANPALLE,,
14_1,MAHABUBNAGAR,11,KOILKONDA,1407035,GARLAPAD,,
14_1,MAHABUBNAGAR,11,KOILKONDA,1407027,IBRAHIMNAGAR,,
14_1,MAHABUBNAGAR,11,KOILKONDA,1407022,JAMALPUR,,
14_1,MAHABUBNAGAR,11,KOILKONDA,1407014,KAMAIPALLE,,
14_1,MAHABUBNAGAR,11,KOILKONDA,1407030,KESAVAPUR,,
14_1,MAHABUBNAGAR,11,KOILKONDA,1407020,KHAZIPUR,,
14_1,MAHABUBNAGAR,11,KOILKONDA,1407002,KHUSHMHAMMADPALLE,,
14_1,MAHABUBNAGAR,11,KOILKONDA,1407028,KOILKONDA,,
14_1,MAHABUBNAGAR,11,KOILKONDA,1407009,KOTHLABAD,,
14_1,MAHABUBNAGAR,11,KOILKONDA,1407006,LINGALCHED,,
14_1,MAHABUBNAGAR,11,KOILKONDA,1407015,LINGUPALLE,,
14_1,MAHABUBNAGAR,11,KOILKONDA,1407031,MALKAPUR,,
14_1,MAHABUBNAGAR,11,KOILKONDA,1407008,MALLAPUR,,
14_1,MAHABUBNAGAR,11,KOILKONDA,1407004,MODIPUR,,
14_1,MAHABUBNAGAR,11,KOILKONDA,1407026,MUBARAKPUR,,
14_1,MAHABUBNAGAR,11,KOILKONDA,1407021,NALLAVELLY,,
14_1,MAHABUBNAGAR,11,KOILKONDA,1407016,PARPALLE,,
14_1,MAHABUBNAGAR,11,KOILKONDA,1407037,PERIKIVEEDU,,
14_1,MAHABUBNAGAR,11,KOILKONDA,1407033,RAMPUR,,
14_1,MAHABUBNAGAR,11,KOILKONDA,1407019,SALEPALLE,,
14_1,MAHABUBNAGAR,11,KOILKONDA,1407005,SERIVENKATAPUR,,
14_1,MAHABUBNAGAR,11,KOILKONDA,1407007,SURARAM,,
14_1,MAHABUBNAGAR,11,KOILKONDA,1407012,THIRUMALAMPALLE,,
14_1,MAHABUBNAGAR,11,KOILKONDA,1407017,VEERAMPALLE,,
14_1,MAHABUBNAGAR,11,KOILKONDA,1407001,VINJAMUR,,
14_1,MAHABUBNAGAR,11,KOILKONDA,1407003,YELLAREDDIPALLE,,
14_1,MAHABUBNAGAR,27,KOUKUNTLA,1434010,APPAMPALLE,,
14_1,MAHABUBNAGAR,27,KOUKUNTLA,1434011,DASARPALLE,,
14_1,MAHABUBNAGAR,27,KOUKUNTLA,1427024,ISRAMPALLE,,
14_1,MAHABUBNAGAR,27,KOUKUNTLA,1427023,KOUKUNTLA,,
14_1,MAHABUBNAGAR,27,KOUKUNTLA,1434005,MUTCHINTALA,,
14_1,MAHABUBNAGAR,27,KOUKUNTLA,1427026,PERUR,,
14_1,MAHABUBNAGAR,27,KOUKUNTLA,1427022,PUTTAPALLE,,
14_1,MAHABUBNAGAR,27,KOUKUNTLA,1427025,REKULAMPALLE,,
14_1,MAHABUBNAGAR,27,KOUKUNTLA,1434012,THIRUMALAPUR,,
14_1,MAHABUBNAGAR,16,MAHABUBANAGAR (URBAN),1425002,BOYAPALLE,,
14_1,MAHABUBNAGAR,16,MAHABUBANAGAR (URBAN),1425009,MAHABUBNAGAR,,
14_1,MAHABUBNAGAR,16,MAHABUBANAGAR (URBAN),1425008,PALAKONDA,,
14_1,MAHABUBNAGAR,16,MAHABUBANAGAR (URBAN),1425006,YEDIRA,,
14_1,MAHABUBNAGAR,16,MAHABUBANAGAR (URBAN),1425007,YENUGONDA,,
14_1,MAHABUBNAGAR,16,MAHABUBANAGAR (URBAN),1425005,YERRAVALLI,,
14_1,MAHABUBNAGAR,17,MAHABUBNAGAR RURAL,1425019,ALLIPUR,,
14_1,MAHABUBNAGAR,17,MAHABUBNAGAR RURAL,1425015,APPAIPALLE,,
14_1,MAHABUBNAGAR,17,MAHABUBNAGAR RURAL,1425018,DHARMAPUR,,
14_1,MAHABUBNAGAR,17,MAHABUBNAGAR RURAL,1425004,FATHEPUR,,
14_1,MAHABUBNAGAR,17,MAHABUBNAGAR RURAL,1426005,GAJULAPETA,,
14_1,MAHABUBNAGAR,17,MAHABUBNAGAR RURAL,1424001,IPPALPALLE,,
14_1,MAHABUBNAGAR,17,MAHABUBNAGAR RURAL,1425010,JANNAPPAPALLE,,
14_1,MAHABUBNAGAR,17,MAHABUBNAGAR RURAL,1425016,KADUR,,
14_1,MAHABUBNAGAR,17,MAHABUBNAGAR RURAL,1425013,KOTAKADIRA,,
14_1,MAHABUBNAGAR,17,MAHABUBNAGAR RURAL,1425012,MACHANPALLE,,
14_1,MAHABUBNAGAR,17,MAHABUBNAGAR RURAL,1407036,MANIKONDA,,
14_1,MAHABUBNAGAR,17,MAHABUBNAGAR RURAL,1425014,OBLAIPALLE,,
14_1,MAHABUBNAGAR,17,MAHABUBNAGAR RURAL,1425011,RAMACHANDRAPUR,,
14_1,MAHABUBNAGAR,17,MAHABUBNAGAR RURAL,1425001,VENKATAPUR,,
14_1,MAHABUBNAGAR,17,MAHABUBNAGAR RURAL,1425003,ZAINALLIPUR,,
14_1,MAHABUBNAGAR,17,MAHABUBNAGAR RURAL,1425017,ZAMIASTAPUR,,
14_1,MAHABUBNAGAR,20,MIDJIL,1421001,BHAIRAMPALLE,,
14_1,MAHABUBNAGAR,20,MIDJIL,1421020,BOINPALLE,,
14_1,MAHABUBNAGAR,20,MIDJIL,1421005,CHEDUGHATTU,,
14_1,MAHABUBNAGAR,20,MIDJIL,1421003,CHILUVERU,,
14_1,MAHABUBNAGAR,20,MIDJIL,1421007,DONUR,,
14_1,MAHABUBNAGAR,20,MIDJIL,1421006,KANCHANPALLE,,
14_1,MAHABUBNAGAR,20,MIDJIL,1421002,KOTHAPALLE,,
14_1,MAHABUBNAGAR,20,MIDJIL,1421025,KOTHUR,,
14_1,MAHABUBNAGAR,20,MIDJIL,1421009,MASIGUNDLAPALLE,,
14_1,MAHABUBNAGAR,20,MIDJIL,1421021,MIDJIL,,
14_1,MAHABUBNAGAR,20,MIDJIL,1421023,MUNNANUR,,
14_1,MAHABUBNAGAR,20,MIDJIL,1421008,SINGAMDODDI,,
14_1,MAHABUBNAGAR,20,MIDJIL,1421004,VASPULA,,
14_1,MAHABUBNAGAR,20,MIDJIL,1421024,VELUGAMMULA,,
14_1,MAHABUBNAGAR,20,MIDJIL,1421010,VEMULA,,
14_1,MAHABUBNAGAR,20,MIDJIL,1421022,WADIYAL,,
14_1,MAHABUBNAGAR,26,MOHAMMADABAD,1527026,ANNAREDDIPALLE,,
14_1,MAHABUBNAGAR,26,MOHAMMADABAD,1527022,CHOWDERPALLE,,
14_1,MAHABUBNAGAR,26,MOHAMMADABAD,1527021,GADRIAL,,
14_1,MAHABUBNAGAR,26,MOHAMMADABAD,1527025,JULAPALLE,,
14_1,MAHABUBNAGAR,26,MOHAMMADABAD,1527027,LINGAIPALLE,,
14_1,MAHABUBNAGAR,26,MOHAMMADABAD,1527023,MANGAMPET,,
14_1,MAHABUBNAGAR,26,MOHAMMADABAD,1527028,MOHAMADABAD,,
14_1,MAHABUBNAGAR,26,MOHAMMADABAD,1527024,MUKARLABAD,,
14_1,MAHABUBNAGAR,26,MOHAMMADABAD,1527020,NANCHERLA,,
14_1,MAHABUBNAGAR,26,MOHAMMADABAD,1527029,SANGAIPALLE,,
14_1,MAHABUBNAGAR,21,MOOSAPET,1426002,DASARAPALLE,,
14_1,MAHABUBNAGAR,21,MOOSAPET,1426008,JANAMPETA,,
14_1,MAHABUBNAGAR,21,MOOSAPET,1426009,KANKAPUR,,
14_1,MAHABUBNAGAR,21,MOOSAPET,1426013,KOMIREDDIPALLE,,
14_1,MAHABUBNAGAR,21,MOOSAPET,1438008,MOHAMMED HUSSAINPALLE,,
14_1,MAHABUBNAGAR,21,MOOSAPET,1426001,NANDIPETA,,
14_1,MAHABUBNAGAR,21,MOOSAPET,1426012,NIJALAPUR,,
14_1,MAHABUBNAGAR,21,MOOSAPET,1426006,POLKAMPALLI,,
14_1,MAHABUBNAGAR,21,MOOSAPET,1426011,SANKALAMADDI,,
14_1,MAHABUBNAGAR,21,MOOSAPET,1426004,SHAKRAPUR,,
14_1,MAHABUBNAGAR,21,MOOSAPET,1426007,THIMMAPUR,,
14_1,MAHABUBNAGAR,21,MOOSAPET,1426010,THUNKINIPUR,,
14_1,MAHABUBNAGAR,21,MOOSAPET,1426003,VEMULA,,
14_1,MAHABUBNAGAR,24,NAWABPET,1409006,AMMAPUR,,
14_1,MAHABUBNAGAR,24,NAWABPET,1409005,CHOWDOOR,,
14_1,MAHABUBNAGAR,24,NAWABPET,1409009,DARPALLE,,
14_1,MAHABUBNAGAR,24,NAWABPET,1409003,DEEPALLE,,
14_1,MAHABUBNAGAR,24,NAWABPET,1409008,GURUKUNTA,,
14_1,MAHABUBNAGAR,24,NAWABPET,1409014,HAJILAPUR,,
14_1,MAHABUBNAGAR,24,NAWABPET,1409018,HANMASANIPALLE,,
14_1,MAHABUBNAGAR,24,NAWABPET,1409019,IPPATUR,,
14_1,MAHABUBNAGAR,24,NAWABPET,1409004,KAKARJALA,,
14_1,MAHABUBNAGAR,24,NAWABPET,1409025,KAKARLAPAHAD,,
14_1,MAHABUBNAGAR,24,NAWABPET,1409007,KAMARAM,,
14_1,MAHABUBNAGAR,24,NAWABPET,1409023,KARKONDA,,
14_1,MAHABUBNAGAR,24,NAWABPET,1409020,KAROOR,,
14_1,MAHABUBNAGAR,24,NAWABPET,1409002,KOLLOOR,,
14_1,MAHABUBNAGAR,24,NAWABPET,1409015,KONDAPUR,,
14_1,MAHABUBNAGAR,24,NAWABPET,1409021,KUCHOOR,,
14_1,MAHABUBNAGAR,24,NAWABPET,1409010,LINGAMPALLE,,
14_1,MAHABUBNAGAR,24,NAWABPET,1409012,LOKIREV,,
14_1,MAHABUBNAGAR,24,NAWABPET,1409001,POMAL,,
14_1,MAHABUBNAGAR,24,NAWABPET,1409011,REKULACHOWDAPUR,,
14_1,MAHABUBNAGAR,24,NAWABPET,1409017,RUDRARAM,,
14_1,MAHABUBNAGAR,24,NAWABPET,1409024,SIDDOTAM,,
14_1,MAHABUBNAGAR,24,NAWABPET,1409027,TEEGALAPALLE,,
14_1,MAHABUBNAGAR,24,NAWABPET,1409016,VEERSETTIPALLE,,
14_1,MAHABUBNAGAR,24,NAWABPET,1409013,YEMMANAGANDLA,,
14_1,MAHABUBNAGAR,25,RAJAPUR,1410024,AGRAHARAM POTLAPALLE,,
14_1,MAHABUBNAGAR,25,RAJAPUR,1410032,BIBINAGAR,,
14_1,MAHABUBNAGAR,25,RAJAPUR,1410028,CHENNAVALLI,,
14_1,MAHABUBNAGAR,25,RAJAPUR,1410011,DONDLAPALLE,,
14_1,MAHABUBNAGAR,25,RAJAPUR,1410033,EDGANPALLE,,
14_1,MAHABUBNAGAR,25,RAJAPUR,1410025,GUNDLAPOTLAPALLE,,
14_1,MAHABUBNAGAR,25,RAJAPUR,1410034,KALLEPALLE,,
14_1,MAHABUBNAGAR,25,RAJAPUR,1410013,KHANAPUR,,
14_1,MAHABUBNAGAR,25,RAJAPUR,1410027,KUCHCHERKAL,,
14_1,MAHABUBNAGAR,25,RAJAPUR,1410010,KUTHNEPALLE,,
14_1,MAHABUBNAGAR,25,RAJAPUR,1410031,MALLEPALLE,,
14_1,MAHABUBNAGAR,25,RAJAPUR,1410009,RAGHVAPUR,,
14_1,MAHABUBNAGAR,25,RAJAPUR,1410029,RAIPALLE,,
14_1,MAHABUBNAGAR,25,RAJAPUR,1410030,RAJAPUR,,
14_1,MAHABUBNAGAR,25,RAJAPUR,1410026,RANGAREDDIGUDA,,
14_1,MAHABUBNAGAR,25,RAJAPUR,1410012,THIRUMALAPUR,,
14_2,JOGULAMBA GADWAL,01,ALAMPUR,1462016,ALAMPUR (P),,
14_2,JOGULAMBA GADWAL,01,ALAMPUR,1462015,BAIRAMPALLE,,
14_2,JOGULAMBA GADWAL,01,ALAMPUR,1462009,BHEEMAWARAM,,
14_2,JOGULAMBA GADWAL,01,ALAMPUR,1462010,BUKKAPUR,,
14_2,JOGULAMBA GADWAL,01,ALAMPUR,1462014,CHAGATUR,,
14_2,JOGULAMBA GADWAL,01,ALAMPUR,1462011,GUNDIMALLA,,
14_2,JOGULAMBA GADWAL,01,ALAMPUR,1462017,IMAMPUR,,
14_2,JOGULAMBA GADWAL,01,ALAMPUR,1462026,JILLELLAPADU,,
14_2,JOGULAMBA GADWAL,01,ALAMPUR,1462022,KASIPUR,,
14_2,JOGULAMBA GADWAL,01,ALAMPUR,1462018,KONERU,,
14_2,JOGULAMBA GADWAL,01,ALAMPUR,1462013,KUDAVELLI,,
14_2,JOGULAMBA GADWAL,01,ALAMPUR,1462006,KYATUR,,
14_2,JOGULAMBA GADWAL,01,ALAMPUR,1462019,LINGANAVAI,,
14_2,JOGULAMBA GADWAL,01,ALAMPUR,1462024,RYALAMPADU,,
14_2,JOGULAMBA GADWAL,01,ALAMPUR,1462023,SINGAVARAM,,
14_2,JOGULAMBA GADWAL,01,ALAMPUR,1462025,SULTANPUR,,
14_2,JOGULAMBA GADWAL,01,ALAMPUR,1462012,UPPALAPADU,,
14_2,JOGULAMBA GADWAL,01,ALAMPUR,1462008,UTKUR,,
14_2,JOGULAMBA GADWAL,01,ALAMPUR,1462007,YAPALADEVIPADU,,
14_2,JOGULAMBA GADWAL,02,DHAROOR,1455011,ALWALPAD,,
14_2,JOGULAMBA GADWAL,02,DHAROOR,1455007,CHINTHAREVULA,,
14_2,JOGULAMBA GADWAL,02,DHAROOR,1455025,DHARUR,,
14_2,JOGULAMBA GADWAL,02,DHAROOR,1455010,DORNALA,,
